location_id,location_name,sensor_id,sensor_name,latitude,longitude,country,provider,owner,instruments,monitor
228627,"Polytechnic College, Trang",1317584,pm25 µg/m³,7.570238000000001,99.58874300000001,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
229077,Suvarnabhumi Airport Free Zone,1319695,pm25 µg/m³,13.702778,100.75,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
229131,King Kaew Temple,1320880,pm25 µg/m³,13.676111,100.715,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
229190,Grand Monaco Village,1320292,pm25 µg/m³,13.672332,100.698602,TH,AirNow,Unknown Governmental Organization,Government Monitor,True
229191,Lalin Greenville Village,1320288,pm25 µg/m³,13.702383,100.698808,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
270250,Phetbura garden,16312830,pm25 µg/m³,16.418417,101.15655600000001,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
270250,Phetbura garden,1559904,pm25 µg/m³,16.418417,101.15655600000001,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
270292,Ban Pa Bong School,1560105,pm25 µg/m³,19.336111,98.954444,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
270695,"Taksin Stadium, Muang Tak Municipality",1561905,pm25 µg/m³,16.883611,99.123056,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
270702,Bueng Planchai,16312607,pm25 µg/m³,16.057448,103.651056,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
270702,Bueng Planchai,1561932,pm25 µg/m³,16.057448,103.651056,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
270780,Singburi City Hall,1562240,pm25 µg/m³,14.897778,100.411944,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
270824,"Ban Pang, Bang Sai, Phra Nakhon Si Ayutthaya",1562402,pm25 µg/m³,14.235833,100.485556,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
277658,"Natural Resources and Environment Office, Sing Buri",1581485,pm25 µg/m³,14.889702,100.397979,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
278507,Mae Sariang District Public Health Office,1584677,pm25 µg/m³,18.163056,97.917778,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
278637,Chiang Khong District Public Health Office,1585224,pm25 µg/m³,20.258611,100.407778,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
289762,Sisaket City Hall,1650115,pm25 µg/m³,15.11879,104.322607,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
290775,Amnat Charoen Clock Tower,1655532,pm25 µg/m³,15.863523,104.627401,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
308183,Kaeng Krachan National Park,1748664,pm25 µg/m³,12.884444,99.632778,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
319752,Si Sawat District Office,1815514,pm25 µg/m³,14.600278,99.114444,TH,Air4Thai,Unknown Governmental Organization,Government Monitor,True
351927,Le Thai Community Park,16312732,pm25 µg/m³,17.006058999999997,99.81927,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
351927,Le Thai Community Park,2000291,pm25 µg/m³,17.006058999999997,99.81927,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
353740,Chanthaburi Meteorological Station,2007834,pm25 µg/m³,12.6095704,102.1040804,TH,Air4Thai,Unknown Governmental Organization,Government Monitor; Government Monitor,True
